<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:true, garbageCansNorth[3]:true, garbageCansSouth[0]:true, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:0, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:true, garbageCansNorth[3]:true, garbageCansSouth[0]:true, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:1, garbageTruckSouth_location:0, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:1, energyVal:1, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:true, garbageCansNorth[3]:true, garbageCansSouth[0]:true, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:true, isCleaningS:true, garbageTruckNorth_location:2, garbageTruckSouth_location:0, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:true, garbageCansSouth[0]:false, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:true, isCleaningS:false, garbageTruckNorth_location:3, garbageTruckSouth_location:1, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:true, garbageTruckNorth_location:4, garbageTruckSouth_location:1, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:1, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:1, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:2, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:true, garbageTruckNorth_location:4, garbageTruckSouth_location:3, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:3, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:false, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:4, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:true, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:true, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:0, garbageTruckSouth_location:4, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:0, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:true, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:true, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:true, garbageTruckNorth_location:1, garbageTruckSouth_location:0, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:0, sfa_states_104:0, sfa_states_105:0, sfa_states_106:1, energyVal:1, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:true, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:true, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:true, isCleaningS:true, garbageTruckNorth_location:1, garbageTruckSouth_location:1, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:1, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:1, Zn:0>
<dayTime:DAY, energyEfficiencyMode:false, pedestrians[0]:false, pedestrians[1]:false, pedestrians[2]:false, pedestrians[3]:false, pedestrians[4]:false, pedestrians[5]:false, pedestrians[6]:false, pedestrians[7]:false, pedestrians[8]:false, garbageCansNorth[0]:false, garbageCansNorth[1]:false, garbageCansNorth[2]:false, garbageCansNorth[3]:false, garbageCansSouth[0]:false, garbageCansSouth[1]:false, garbageCansSouth[2]:false, garbageCansSouth[3]:true, isCleaningN:false, isCleaningS:false, garbageTruckNorth_location:1, garbageTruckSouth_location:1, lights[0]:false, lights[1]:false, lights[2]:false, lights[3]:false, lights[4]:false, lights[5]:false, sfa_states_102:0, sfa_states_103:2, sfa_states_104:0, sfa_states_105:0, sfa_states_106:0, energyVal:1, Zn:0>
